User-ID,ISBN,Book-Rating
277744,0887307876,9
277752,0316666343,7
277756,0385484518,7
277759,0553211404,7
277764,0399501487,9
277765,0553272535,8
277776,0345339681,7
277778,0061097314,8
277783,0380778556,8
277788,0440407524,8
277794,0440967694,8
277798,0385484518,8
277802,0553210793,6
277803,0142001740,8
277808,0553272535,9
277817,0425173755,10
277823,0140345353,8
277825,0060931396,10
277827,0380778556,9
277828,0380778556,8
277835,014032724X,10
277844,0140345353,8
277873,0395977894,10
277873,042518336X,5
277879,0671759361,8
277884,0380789019,7
277901,0064440044,10
277901,0446672211,7
277901,0446675059,7
277901,0452282152,8
277901,0894716174,9
277904,006019491X,7
277911,0399138250,10
277915,0452269571,8
277915,0671510053,7
277921,0394868161,9
277922,0553582917,10
277923,0385492081,9
277928,0804105820,9
277929,0553561537,9
277937,0060934417,9
277937,0316168815,7
277938,0446672211,9
277938,0743437802,9
277945,0515121843,7
277945,051512317X,7
277945,0515136379,7
277945,0515136530,7
277945,0515137111,8
277958,0142001740,9
277959,0156027321,8
277959,0743204697,10
277959,0767905385,6
277965,0316789089,5
277965,0385484518,10
277965,0486285537,9
277965,0679457526,9
277965,0684874350,10
277965,0786866845,9
277984,0515101486,10
277989,1558745157,6
277997,067976402X,8
278007,0374480095,8
278007,0446670251,6
278026,0060572965,9
278026,0061009059,8
278026,038533558X,9
278026,0446527041,8
278026,0449219364,6
278026,0451202473,7
278026,0451204301,8
278026,0671001795,8
278026,0743206045,7
278064,0725107251,8
278075,0452282152,8
278079,0385486804,8
278100,0451160916,8
278137,0345337662,7
278137,0440940001,8
278137,0671434225,8
278137,0671525808,9
278137,0804106304,8
278137,1556611536,9
278137,1558744150,9
278137,1558745017,8
278159,0385318073,5
278160,044022425X,8
278162,059035342X,10
278188,0156005891,8
278188,0373484003,7
278188,0440122090,4
278194,0020532105,10
278194,0452284449,8
278194,0802139256,6
278202,014025448X,2
278202,0385319568,9
278202,0385334710,10
278202,0671510126,10
278218,0140039589,7
278221,0316031054,10
278221,0446613436,7
278221,0671027441,10
278221,0804106304,9
278221,1556611536,9
278238,039480029X,10
278243,0156027321,8
278243,0671510053,8
278246,0618129030,8
278251,044020562X,7
278254,0671027360,8
278257,0451153553,8
278297,0743418719,9
278314,0140309578,8
278314,0385319959,7
278314,0399146431,7
278314,0440414121,8
278314,0691017840,4
278342,0671510053,8
278346,051513287X,6
278350,0312195516,9
278355,1577780728,9
278356,006091646X,9
278356,0312265859,7
278356,0439064872,8
278356,0439136369,10
278356,0439139600,10
278356,043935806X,10
278388,0786886323,8
278390,0671027360,7
278390,080410753X,9
278418,0394800168,10
278418,0394820371,8
278418,0440184622,7
278418,0515131229,8
278418,0553131834,9
278418,0671017128,5
278422,0060935464,9
278422,0671027360,6
278435,3453146972,9
278487,0553578693,10
278501,0486282406,10
278520,0316693251,8
278522,0312955006,7
278525,0394820371,10
278535,0425182878,9
278535,0440221595,7
278535,0446605484,10
278535,0446610038,10
278535,0553213180,6
278536,0312113420,6
278539,0671017128,9
278541,0142001740,9
278541,1931561648,10
278550,0345339703,10
278551,0425129586,6
278551,0590660543,5
278552,0671021001,7
278552,0671510053,8
278554,0060096195,9
278554,0140293450,8
278554,0152050167,10
278554,0330375253,8
278554,0385730586,9
278556,0671028375,7
278561,0446612545,7
278582,0226848620,10
278582,0312980140,7
278582,0312983867,7
278582,0312990456,5
278582,0312991460,6
278582,0345350499,10
278582,0425191583,8
278582,0441478123,10
278582,0671001795,8
278582,1400034779,10
278601,0767902890,8
278633,0060987561,10
278633,014028009X,2
278633,0316096199,8
278633,0316666343,9
278633,0440514428,9
278633,0451163524,5
278633,0515131083,10
278633,0553278355,8
278633,0684814994,10
278633,0688170528,8
278641,0765342294,9
278645,0060959037,8
278663,0061097314,4
278663,0440223202,10
278672,0679731148,7
278681,0375704965,7
278694,0743437802,9
278732,0786867647,8
278755,0385492081,1
278773,0140270590,7
278798,0316284955,7
278818,0743400526,9
278832,1558745718,10
278832,1558747109,10
278836,0312983867,8
278843,0060517794,7
278843,014028009X,8
278843,0399146431,9
278843,0440211263,7
278843,0553274503,8
278843,059035342X,8
278843,0767902890,9
278846,0060809833,8
278849,0380698439,9
278851,0439050006,5
9,0452264464,6
17,0425099148,7
17,0891075275,6
26,0446310786,10
26,0449005615,9
32,0060168013,8
42,0553582747,7
53,0156047624,10
56,0671623249,7
69,1853260053,8
92,8445071769,8
92,8445071777,10
97,0671867156,7
99,0446677450,10
99,0451166892,3
114,0446612545,9
114,0671027360,10
125,0679429220,10
165,0446612545,5
185,0380778556,10
212,0060801263,8
226,0671461494,8
228,0385337639,7
228,039575514X,9
232,0486284735,8
242,0553278223,10
243,0060915544,10
243,0316776963,9
243,0375400117,10
243,0425163407,9
244,0060987103,8
244,0151008116,9
244,0375704965,8
244,0525947647,9
244,1558744150,6
254,0060934700,9
254,0064471047,7
254,0066238501,5
254,0142001740,9
254,0373834489,9
254,037582345X,9
254,0380730448,8
254,0380789035,10
254,0380973634,10
254,0380973650,9
254,0399146431,9
254,0439064864,9
254,0439064872,9
254,0439136350,9
254,0439136369,9
254,0439139597,9
254,0451524934,9
254,0451526341,8
254,0553280325,8
254,0590353403,9
254,0618002219,9
254,0618002227,8
254,0671021001,7
254,0679879242,8
254,1563895730,9
256,0440235502,9
272,0060977477,7
291,0972044205,9
339,0452283914,8
361,8433914545,8
367,0449005615,9
383,0385416342,10
387,0451527747,10
387,0812504208,9
388,0060973897,8
388,0449002632,7
413,0553258524,7
424,0671021001,6
424,0805063897,8
433,0842329129,5
440,0743424425,10
446,0060925000,8
496,0425182878,8
496,055356451X,8
499,0743412621,10
503,0140179836,10
503,0439099404,10
503,0440241006,10
503,068484267X,10
503,1558743669,10
505,006017143X,9
505,0345313860,7
505,0671868713,8
507,0142001740,10
507,0679893105,9
507,0689710879,10
507,0689710887,10
507,0689710895,10
507,0689711522,10
507,0743260244,10
508,0385335679,6
508,0440122090,7
523,0060930187,8
558,0446364193,8
567,0425174484,8
595,0446672211,10
619,015600710X,8
619,0316735027,6
619,193156146X,9
625,2253007102,10
625,2266084372,8
626,3492207006,10
638,0060164662,10
638,0151001006,10
638,0316666343,10
638,0316693006,10
638,0316693200,9
638,0316776963,10
638,0316789089,10
638,0345339711,10
638,0385420161,9
638,0385504209,10
638,0446523569,10
638,0446525502,9
638,0446527793,10
638,0446531332,10
638,0609606727,8
638,0671042556,9
638,0679410430,10
638,067972768X,10
643,0140366660,9
643,0140622063,8
643,0743222229,8
643,1853260002,2
643,2253049417,9
643,2253063339,10
643,2253140872,8
651,0060934719,8
651,0345403339,7
651,156341029X,8
651,1563411148,6
660,1573229571,8
709,0064405052,9
709,0316666343,3
709,0345391802,7
709,0440219078,10
709,0440415993,10
709,0689832877,10
712,3404118960,5
726,0451454243,10
735,0449001954,8
741,0140065172,10
746,0375821813,8
746,0394820371,8
758,0140620109,9
758,0140620125,10
763,0671510053,10
763,0805062971,10
769,0060914653,10
771,0345347536,10
774,055321313X,8
776,0876850867,8
786,0553584510,6
805,0060256672,10
805,0060928336,7
805,0156027321,9
805,0316777730,7
805,038001503X,10
805,039592720X,9
805,0440215625,8
805,0452282152,8
805,0553268449,8
805,0679732764,10
805,0877733759,10
805,0911104542,10
819,0345384466,5
819,0446364193,7
819,0451124340,5
834,0671027344,7
843,006019491X,8
843,0684819066,8
843,0786927089,8
853,0140042520,8
882,0020418809,10
882,0064401847,10
882,0380018179,10
882,0385504209,10
882,0425195899,9
882,0515135062,6
882,0553205587,9
882,0553250426,10
882,0553272586,5
882,0553280589,10
882,0553572997,10
882,0618260307,10
882,0671641778,10
882,0679429220,9
882,067976402X,10
885,0804106304,5
886,0679723420,7
896,0140620338,8
899,3257061269,9
900,0060928336,9
901,0099771519,9
901,0785268480,10
915,0156027321,10
929,0439404371,8
929,0451169530,6
929,0553296981,10
929,0671461494,8
929,0671617028,8
938,0385335482,9
941,0553258001,9
965,0805063889,9
973,1573228567,10
999,0441003257,7
1008,0312195516,9
1009,0671028375,10
1021,0060930535,10
1022,044990928X,8
1024,0060916508,7
1025,0060928336,5
1025,0140620915,10
1025,0142000663,10
1025,0380012863,8
1025,0394404289,9
1025,068484267X,9
1031,0345458915,7
1031,0671027360,7
1032,006092988X,8
1032,038531258X,10
1032,0446310786,10
1048,0553256696,9
1054,1400034779,8
1063,0671880187,5
1075,0142001740,10
1075,0316666343,7
1075,0385504209,7
1075,0553377868,9
1075,0609608444,10
1075,0767902521,9
1075,1400034779,5
1079,0915811332,8
1083,014131088X,10
1083,0345325818,10
1083,080410753X,7
1108,0385508417,7
1111,0385510438,8
1118,0671527215,9
1129,014025448X,7
1129,1931520038,10
1131,0060934417,8
1131,0070212570,7
1131,0385480016,9
1131,0394758285,7
1131,0446672211,7
1131,0451187903,7
1131,0671793489,7
1131,0679772677,7
1131,0743418174,7
1140,0671880187,10
1150,0486280616,10
1155,0380814021,6
1155,0671032658,9
1164,0380012774,10
1178,0440940001,2
1180,0812565959,10
1210,0679731148,9
1211,0099771519,9
1211,014143984X,9
1211,0385504209,9
1211,2070360024,8
1211,2266022504,8
1248,0345367898,10
1248,0440455332,10
1248,0449912558,10
1248,0553110721,10
1249,0684835983,8
1254,0894805770,10
1254,089480829X,10
1259,0062502174,7
1261,0316776963,8
1261,0452282152,7
1266,0618126988,10
1279,0872860175,5
1293,0446310492,10
1297,0679731148,7
1297,0836218256,7
1330,3518368540,10
1343,0590660543,10
1359,0399501487,7
1376,0345417623,8
1377,0440224764,8
1389,0553572997,9
1396,0380727501,10
1399,0312423799,9
1399,037542217X,9
1412,0156027321,9
1412,0345416260,9
1412,0385486804,9
1412,0385494785,9
1412,0385512104,9
1424,0060512822,7
1424,0060730552,9
1424,0060930535,7
1424,0061097314,5
1424,0099771519,8
1424,0140255087,10
1424,0142001430,7
1424,0156001314,8
1424,0316291161,8
1424,0671776134,8
1424,0767902521,8
1424,0804106304,6
1427,0062502182,10
1433,0743418174,3
1434,0060175400,10
1435,0060915544,10
1435,0060977477,5
1435,0446672211,8
1435,0517149257,10
1435,068484267X,8
1435,0684855631,9
1435,080410753X,10
1485,0440512158,10
1489,0385492081,8
1504,0345370775,8
1511,0345391802,9
1513,0671510053,8
1515,0671027344,9
1519,0671028375,8
1535,067976402X,10
1539,1558532161,10
1548,0452282152,8
1548,0553258540,9
1548,0765342294,8
1554,0440237688,9
1558,0671698419,10
1585,0316182540,7
1585,0345413903,7
1585,0446611611,6
1585,0449212602,8
1586,0590634275,7
1591,3257228007,10
1596,0679426159,6
1608,0449212602,10
1617,0553268449,8
1619,0553280341,7
1619,0553578693,7
1641,0553375407,7
1650,0804106304,10
1652,0385504209,7
1660,0553582747,5
1660,0671034022,6
1660,089480829X,7
1674,0060187271,10
1674,0345384466,7
1674,0345416880,7
1674,0385483503,10
1674,038548951X,10
1674,0385497288,10
1674,0449912558,5
1674,0553380958,10
1674,0618129030,8
1674,0812505166,10
1688,0515131091,6
1706,0451524934,10
1718,0743418174,8
1733,0345447840,10
1733,051513287X,9
1733,059035342X,10
1733,0743412621,8
1733,1551669404,6
1759,067164257X,8
1773,0804106304,9
1775,0140348107,8
1790,0671793489,8
1791,0380014300,8
1803,0385504209,9
1805,0060936363,7
1805,0312195516,9
1805,843760494X,8
1812,0312979479,9
1830,0553377884,6
1830,0553572997,7
1846,2070419878,10
1848,0156027321,10
1848,0345342968,10
1848,0345348109,9
1848,0345417623,8
1848,0345443683,9
1848,0375705090,9
1848,0451169530,5
1848,0684818868,10
1848,0717802418,10
1848,0786868716,10
1848,0812511816,10
1848,0812550706,8
1863,3442424623,8
1869,0425122123,8
1892,0767902521,9
1898,0385484518,8
1903,0316777730,10
1903,0679430946,10
1903,0812550706,10
1905,0553274503,5
1928,0316666343,10
1945,0671023373,10
1947,0679748083,9
2012,0449221482,8
2019,0440211727,5
2030,0062502174,10
2030,0062509594,10
2030,0385315287,10
2030,0394404289,10
2030,0425133656,10
2030,044020562X,10
2030,067084487X,10
2030,1561707236,10
2030,1561707244,10
2030,1563054671,10
2033,0060248025,10
2033,0060256737,10
2033,0060950536,10
2033,0140386645,8
2033,0142000663,10
2033,0316779059,10
2033,0345337662,5
2033,0375815260,10
2033,0439064864,9
2033,0439136350,9
2033,0439139597,9
2033,043935806X,9
2033,0451456718,10
2033,0451456734,10
2033,0451458990,10
2033,0451459423,10
2033,051513628X,6
2033,0553573136,8
2033,0590353403,9
2033,0671027441,10
2033,0765342987,10
2033,0765345048,10
2033,0812520157,10
2033,0812532597,8
2033,0812533550,10
2033,0812575717,10
2033,0836204387,10
2033,0836218256,9
2033,0836218787,10
2033,0836220889,10
2033,0836221362,10
2033,0886773776,10
2033,0886773784,10
2033,0886774004,10
2033,0886774012,9
2033,0886774144,10
2033,0886774543,10
2033,0886776120,8
2033,0886776619,9
2033,0886777739,10
2033,0894716174,9
2033,0920668372,10
2041,0385416342,7
2041,0671617028,8
2041,068483376X,1
2063,0971942315,8
2075,3423105518,10
2097,0060955775,9
2099,0440224764,8
2103,0671577727,10
2103,0671875965,10
2106,081297106X,6
2108,0553572997,9
2110,0151008116,5
2110,0345317580,10
2110,0380570009,10
2110,0553073273,9
2110,059035342X,10
2110,0590629808,10
2110,0590879979,9
2110,0671527215,9
2110,0671532642,8
2110,0886774500,9
2139,0142004235,8
2139,0515135062,10
2139,0743262174,8
2147,0689859376,8
2148,0316182540,8
2152,037542217X,7
2152,0446612545,7
2178,0452269571,5
2179,0060392452,9
2179,0385504209,10
2179,0446532231,9
2179,0451458370,9
2179,0451524934,8
2179,0553373803,10
2179,0590353403,10
2179,0618002219,9
2179,0671721046,10
2179,096265342X,9
2183,0671021001,9
2189,0312243359,8
2198,0451524934,10
2199,0099771519,9
2203,014043187X,7
2204,0440211727,9
2216,3257218370,8
2218,0425101452,8
2222,014018869X,9
2238,0553348981,10
2250,0684874350,8
2255,0316168688,8
2271,0684874350,10
2276,0061099155,9
2276,0380002930,9
2276,0380542625,10
2276,0399146725,10
2276,0440221471,10
2276,0446364622,8
2276,0451452305,10
2276,0451456734,10
2276,0451458990,9
2276,0515130125,10
2276,0553584510,9
2276,0671442686,10
2276,0671729446,5
2276,0671797050,10
2276,0684852802,9
2276,0805063897,10
2276,0812513711,8
2276,0812517725,8
2276,0886776120,10
2287,0425147622,7
2288,0070212570,8
2288,0312993560,8
2288,0425115801,10
2288,0425188809,10
2288,0553582763,9
2295,0062502182,6
2295,0486290492,8
2312,0140348107,8
2313,0020442602,9
2313,0345348036,9
2313,0394756827,10
2313,0399141146,3
2313,0399146431,5
2313,0553278223,7
2313,0679745580,8
2313,0812533550,9
2326,0807281956,9
2326,0880381736,8
2333,0312195516,9
2337,0060928336,9
2337,0060987561,7
2337,0142001740,8
2337,0312265867,7
2337,0345350499,9
2337,0440403278,10
2337,0451191145,9
2337,0451191153,8
2337,0671510126,8
2337,0689823517,10
2337,0842314296,10
2345,1844262553,9
2354,014131088X,8
2354,0380814021,7
2358,0064408655,9
2358,0140071083,6
2358,0440400759,8
2358,0451160312,6
2358,0671746065,8
2375,0345424719,7
2375,0345465083,7
2376,0446610100,6
2388,0142001740,6
2399,0345317580,7
2399,0345334310,8
2399,0345337662,9
2414,0062502182,7
2437,0515114693,9
2437,051512317X,7
2439,0380002930,10
2439,0679767398,7
2461,0553562967,7
2466,0312966970,9
2466,0312971346,9
2501,0500280673,10
2503,1400034779,7
2528,0671867156,10
2550,052594527X,10
2559,0060928336,7
2565,1558743669,10
2569,0553572997,8
2591,0449212602,9
2611,0553208845,7
2630,0684823780,8
2640,0425147622,8
2643,0886773784,9
2665,0140620338,5
2683,0786867086,10
2700,0743206045,7
2718,0451518845,10
2719,0451521285,10
2738,0743222229,8
2749,0345272579,10
2759,0385199570,10
2766,0026890380,9
2766,014034294X,9
2766,0141304707,9
2766,0312146310,9
2766,0316666343,9
2766,038039586X,9
2766,0385508417,7
2766,0440211263,8
2766,0440219078,8
2766,0440221595,8
2766,0440237688,7
2766,044048474X,7
2766,0446310786,10
2766,0449005615,9
2766,0671721291,6
2766,0684801221,10
2766,0688025072,9
2766,0767902521,8
2766,0800786084,7
2766,0805421351,10
2766,0842345523,9
2766,1558745718,7
2770,0553141406,9
2770,0842329129,6
2776,0486280616,7
2790,038533348X,10
2793,0515135062,7
2799,0451524934,10
2799,0671004107,8
2799,0812513711,9
2799,0812517725,9
2844,0812517725,8
2854,0316666343,7
2854,0446523569,7
2859,015600710X,5
2891,0060504080,9
2891,0060928336,6
2891,0061054887,6
2891,0142001740,7
2891,0156027321,5
2891,0345404475,7
2891,038548951X,8
2891,0385503857,9
2891,0449912558,9
2891,0553211404,7
2891,0553562967,7
2891,0679732764,8
2891,0804106304,7
2891,140003065X,9
2891,1400032717,8
2892,0684857820,9
2945,038548951X,8
2954,0440235502,10
2966,038531258X,7
2977,0062735233,9
2977,0142001430,7
2977,0312194390,8
2977,0449002632,8
2977,0452282152,7
2977,0525945210,6
2977,0671021001,9
2977,0821221817,10
2977,1573225681,8
2982,0441790348,8
2992,0385420161,9
2995,0060928336,6
2996,0345361792,8
3017,0571200435,9
3017,0811802981,8
3026,0804106304,8
3052,1400032717,9
3088,2070388905,7
3099,0440211727,8
3099,0446601241,7
3099,0446610038,7
3104,0805063897,8
3106,0451456718,10
3106,0451456734,10
3106,0765342987,10
3133,0061097314,9
3145,0375821813,8
3145,0380720191,10
3145,044021145X,9
3145,0440419468,8
3145,0446611611,8
3145,067975833X,10
3145,0743469801,9
3154,002542730X,8
3165,0345309006,9
3165,0345309014,10
3166,0553272535,10
3167,0345335651,9
3167,0345337662,5
3167,0345370775,9
3167,0380012863,8
3167,0440219078,10
3167,0440998050,10
3167,0553213377,10
3167,0553234617,10
3167,0553574353,10
3167,0671004107,9
3167,067150987X,6
3167,080410526X,6
3167,0812550706,10
3168,0684872153,8
3172,039480001X,10
3174,0345273303,10
3177,1857022424,7
3192,0316777730,7
3192,0316779237,7
3194,0875421180,10
3206,0385484518,8
3243,0385498721,7
3261,0316666343,8
3266,014006690X,9
3282,0345365399,10
3282,0385496753,9
3282,0553148001,9
3296,0060283122,9
3300,0439136350,10
3329,0440234743,8
3329,0886778697,9
3331,0446613436,9
3331,0671868713,9
3344,042518336X,8
3344,0671027360,8
3344,1400034779,9
3346,0064407055,5
3346,0141309814,8
3346,0316107018,7
3346,0316358568,10
3346,0316666343,9
3346,0345296702,9
3346,0345413350,8
3346,0380789035,6
3346,0441068804,7
3346,0689710879,6
3346,0689710887,6
3346,0836204387,9
3346,0836218256,10
3346,0836218353,10
3346,0836218620,9
3346,0836220676,6
3350,0316096199,8
3350,0804106304,10
3363,0060294698,10
3363,0064405176,10
3363,0064472795,10
3363,0140186484,10
3363,0140236201,9
3363,0152021973,10
3363,0312187106,10
3363,0316096199,10
3363,0345403339,10
3363,0375706429,8
3363,0380814021,10
3363,0385722435,10
3363,0440228352,9
3363,044652087X,10
3363,0446605336,9
3363,0446672211,10
3363,0553213164,10
3363,055323370X,10
3363,0553280503,10
3363,0671027344,9
3363,0763616052,9
3368,0684859777,8
3371,0070212570,10
3371,0373484003,7
3371,0394800133,10
3371,0394900014,10
3371,0399226907,10
3371,0440147956,10
3371,0451169530,10
3371,0515122734,9
3371,0671528203,7
3371,0671705091,7
3371,0743439740,10
3373,0399149155,8
3373,0440236703,5
3373,0452264464,10
3373,0671027360,5
3374,0345384466,8
3374,0671034006,8
3404,0836218221,10
3416,2070388905,10
3418,059035342X,10
3437,0060964049,10
3462,0316316962,9
3471,0380713330,10
3471,0486264785,8
3472,0441172660,8
3481,0553268880,8
3488,0345391810,9
3507,0449212602,8
3508,0140431357,7
3514,0385336179,9
3532,0440900794,8
3537,0373483880,7
3537,0671721291,6
3542,0312050631,5
3542,0446310786,10
3546,0142002267,8
3556,0385504209,10
3556,0440439884,10
3556,0671027360,10
3556,0842329277,10
3569,0060502258,7
3569,0767905938,6
3573,0886774268,9
3578,0307157857,10
3578,0316346624,10
3578,0345347951,8
3578,1550548913,9
3578,1573225517,10
3593,0316666343,9
3596,0060199652,10
3601,0316284955,7
3640,0142002267,8
3640,0375703764,6
3640,0553270931,5
3640,0671027360,8
3640,0671567829,8
3648,0380804557,7
3669,0446672211,10
3670,0345416600,9
3675,0375725849,10
3675,1593080255,10
3679,0064408639,6
3693,0441003257,8
3694,0446523569,8
3709,067102423X,10
3719,0345384369,8
3719,0449219410,9
3719,0515127221,7
3719,0679454446,8
3739,067976402X,5
3752,0140620664,6
3761,0156001454,9
3761,0943233437,9
3780,0743437640,8
3800,0920668372,10
3814,0812566637,7
3814,1573225789,5
3817,0380018179,8
3817,0385479565,9
3817,0440206154,7
3817,0440967694,10
3821,0060930535,7
3827,0060504072,10
3827,0140132708,10
3827,014029628X,6
3827,0141301058,10
3827,0312274920,8
3827,0345337662,7
3827,0345348036,9
3827,0345371984,10
3827,0345413350,7
3827,034544356X,5
3827,0385483503,10
3827,0385497288,10
3827,0440408903,8
3827,0441004326,8
3827,0553562614,10
3827,0553573314,9
3827,0553573861,10
3827,0553573985,10
3827,0756401364,7
3827,0765342987,10
3827,0765345048,10
3827,0804114986,10
3827,0826308791,8
3840,0345423291,10
3840,0425183238,10
3840,051513287X,9
3840,193156146X,10
3853,048627263X,10
3869,0684872153,9
3893,0020532105,9
3917,0156007754,7
3917,038533348X,7
3917,0394758285,7
3917,0553371010,8
3917,0679723226,7
3917,0688156819,10
3917,0872860175,8
3917,1573226521,7
3917,1573228214,8
3918,0736909672,10
3923,0064407675,5
3923,0380789019,7
3923,0380977788,6
3923,0515134449,4
3923,0553577808,8
3923,0553580531,9
3923,0767902890,7
3939,0441790348,8
3943,0965881199,10
3954,0618126988,5
3977,0375700757,9
3999,0385504209,10
4017,0060175966,9
4017,0060517794,10
4017,0060915544,8
4017,0060929871,9
4017,0060930187,10
4017,0060964049,9
4017,0140042598,10
4017,014028009X,9
4017,015600710X,10
4017,0156007754,9
4017,0312187106,9
4017,0312243111,10
4017,0316096199,10
4017,0316666343,10
4017,0316789844,10
4017,0345386574,10
4017,0345389247,10
4017,0345403339,8
4017,0345423291,9
4017,0345424719,10
4017,0345433491,9
4017,0375412557,10
4017,0375500510,10
4017,0375724443,10
4017,0380005239,10
4017,0385319207,10
4017,0385486804,10
4017,0399142789,10
4017,0446310786,10
4017,0446677450,10
4017,0452283167,9
4017,0670887315,10
4017,0671510053,10
4017,0679723692,9
4017,067976402X,10
4017,0679774025,8
4017,068484267X,10
4017,068484477X,5
4017,0743411358,10
4017,0743439740,10
4017,0786869011,9
4017,1400061598,10
4017,1573225789,9
4035,0345413350,8
4045,0679450041,10
4051,0140185011,10
4077,0380789035,8
4085,0670813028,8
4092,0345301293,8
4092,0671027360,7
4098,0060977337,6
4098,006098726X,9
4098,0385504209,10
4098,0553380168,10
4098,0671027360,7
4107,0671504398,10
4114,0441172717,8
4131,0590542443,9
4131,0590660543,9
4143,0439404371,8
4144,067976402X,5
4149,0066214122,9
4149,0385508417,4
4149,0842329129,1
4157,0060392452,8
4157,0316779237,10
4157,0380727501,8
4157,0440206154,9
4157,0812968379,9
4157,0836221192,7
4164,0446531332,7
4169,0375502238,8
4169,0385504209,10
4170,0440202043,10
4183,0743418174,6
4196,0375700757,9
4197,0684841185,9
4221,0385510438,9
4221,0440131480,6
4221,1558743669,9
4225,0446310786,10
4225,0804106304,6
4228,014028009X,7
4228,0671510053,10
4258,0425187063,7
4260,2070408507,8
4303,0312282990,9
4334,0060392452,6
4334,0451149513,8
4334,0451177096,7
4334,0571200435,8
4358,0451457811,8
4365,0345413369,10
4365,0345413377,5
4365,0374525641,10
4365,0399501487,10
4366,0874775132,7
4385,0373098847,10
4385,0440221471,10
4385,0441007147,10
4385,0446356859,10
4385,0446603090,10
4385,0449129047,10
